order_id,region,category,sales,discount,quantity,order_date,delivery_date,customer_type,payment_mode,profit,city,New_Column,Net_Reveune,,,
ORD109728,South,Clothing,249.14,0.37,8,6/23/2024,6/27/2024,Member,UPI,43.13,Pune,92.1818,156.9582,,,
ORD109729,West,Personal Care,4210.83,0.43,9,10-12-2023,10/14/2023,New,Card,692.16,Delhi,1810.6569,2400.1731,,,
ORD109730,West,Grocery,2916.18,0.27,4,5/24/2023,5/28/2023,Member,Card,561.13,Bangalore,787.3686,2128.8114,,,
ORD109731,South,Home Care,4791.39,0.47,7,11/15/2023,11/18/2023,Regular,Cash,1288.91,Chennai,2251.9533,2539.4367,,,
ORD109732,East,Personal Care,2214.8,0.35,9,3/31/2024,04-02-2024,Member,UPI,572.76,Mumbai,775.18,1439.62,,,
ORD109733,South,Home Care,966.03,0.24,8,01-04-2023,01-05-2023,New,UPI,78.31,Bangalore,231.8472,734.1828,,,
ORD109734,East,Personal Care,2418.85,0.21,8,7/16/2024,7/21/2024,Member,Cash,128.12,Delhi,507.9585,1910.8915,,,
ORD109735,South,Personal Care,2239.07,0.38,1,04-10-2023,4/15/2023,Regular,Card,399.06,Hyderabad,850.8466,1388.2234,,,
ORD109736,South,Home Care,2634.17,0.32,6,1/17/2024,1/24/2024,Member,UPI,783.82,Bangalore,842.9344,1791.2356,,,
ORD109737,South,Electronics,4058.94,0.41,9,12-01-2024,12-04-2024,New,Card,717.86,Hyderabad,1664.1654,2394.7746,,,
ORD109738,West,Personal Care,3312.36,0.39,8,3/23/2023,3/26/2023,New,Card,285.58,Pune,1291.8204,2020.5396,,,
ORD109739,North,Grocery,1007.85,0.26,2,12/23/2024,12/30/2024,Regular,UPI,159.87,Bangalore,262.041,745.809,,,
ORD109740,South,Home Care,3698.94,0.47,5,12/22/2023,12/24/2023,Regular,UPI,525.79,Chennai,1738.5018,1960.4382,,,
ORD109741,West,Electronics,3000.29,0.35,4,10-09-2023,10-10-2023,New,UPI,866.36,Delhi,1050.1015,1950.1885,,,
ORD109742,North,Home Care,2933.72,0.1,8,10-03-2024,10-08-2024,Regular,UPI,843.44,Hyderabad,293.372,2640.348,,,
ORD109743,North,Clothing,3423.46,0.31,9,3/26/2024,3/28/2024,Regular,UPI,232.79,Bangalore,1061.2726,2362.1874,,,
ORD109744,South,Grocery,2863.43,0.1,3,08-08-2023,8/14/2023,Member,Card,310.35,Delhi,286.343,2577.087,,,
ORD109745,East,Clothing,2341.82,0.28,9,2/14/2023,2/20/2023,Regular,UPI,385.24,Mumbai,655.7096,1686.1104,,,
ORD109746,East,Personal Care,3237.86,0.39,1,11-12-2023,11/18/2023,New,Cash,622.57,Chennai,1262.7654,1975.0946,,,
ORD109747,East,Personal Care,3646.26,0.41,7,6/14/2024,6/16/2024,Regular,Cash,354.66,Delhi,1494.9666,2151.2934,,,
ORD109748,South,Clothing,1206.26,0.33,8,12/23/2024,12/30/2024,Regular,Cash,236.79,Mumbai,398.0658,808.1942,,,
ORD109749,East,Clothing,2535.54,0.39,6,4/15/2023,4/17/2023,Regular,UPI,255.86,Hyderabad,988.8606,1546.6794,,,
ORD109750,West,Personal Care,2345.05,0.24,4,10/16/2024,10/23/2024,Regular,Cash,364.09,Chennai,562.812,1782.238,,,
ORD109751,West,Electronics,295.53,0.28,4,05-03-2023,05-07-2023,Regular,Card,53.45,Pune,82.7484,212.7816,,,
ORD109752,West,Grocery,4188.75,0.44,7,05-03-2024,05-05-2024,Regular,UPI,1230.7,Delhi,1843.05,2345.7,,,
ORD109753,West,Home Care,1949.17,0.25,6,7/17/2023,7/23/2023,New,Card,130.96,Delhi,487.2925,1461.8775,,,
ORD109754,North,Clothing,456.18,0.18,4,09-05-2023,09-12-2023,Member,Cash,128.43,Chennai,82.1124,374.0676,,,
ORD109755,West,Grocery,2343.71,0.4,5,9/26/2023,9/28/2023,New,Cash,197.02,Hyderabad,937.484,1406.226,,,
ORD109756,East,Home Care,891.26,0.03,4,7/21/2024,7/27/2024,Member,Cash,66.16,Mumbai,26.7378,864.5222,,,
ORD109757,South,Home Care,3551.63,0.48,1,4/20/2023,4/26/2023,Member,UPI,438.89,Pune,1704.7824,1846.8476,,,
ORD109758,East,Clothing,2901.68,0.17,4,07-04-2023,07-06-2023,New,Card,553.8,Delhi,493.2856,2408.3944,,,
ORD109759,West,Electronics,1423.56,0.31,6,01-03-2023,01-05-2023,Regular,UPI,219.23,Bangalore,441.3036,982.2564,,,
ORD109760,North,Electronics,4757.32,0.34,2,11/24/2023,11/28/2023,New,UPI,859.14,Hyderabad,1617.4888,3139.8312,,,
ORD109761,West,Grocery,1529.55,0.07,7,08-03-2023,08-06-2023,Regular,Card,374.28,Pune,107.0685,1422.4815,,,
ORD109762,South,Grocery,2819.48,0.41,9,10/29/2024,11-04-2024,Member,UPI,726.57,Bangalore,1155.9868,1663.4932,,,
ORD109763,East,Personal Care,4027.68,0.29,2,10/16/2023,10/23/2023,Member,Cash,1170.39,Chennai,1168.0272,2859.6528,,,
ORD109764,South,Electronics,2618.07,0.16,7,01-10-2024,1/14/2024,Member,Cash,737.1,Delhi,418.8912,2199.1788,,,
ORD109765,South,Grocery,4808.19,0.43,2,04-08-2023,04-10-2023,Regular,Cash,470.43,Mumbai,2067.5217,2740.6683,,,
ORD109766,South,Personal Care,4234.89,0.31,9,10-08-2023,10/15/2023,Regular,UPI,969.9,Delhi,1312.8159,2922.0741,,,
ORD109767,East,Home Care,4612.99,0.39,1,08-05-2024,08-12-2024,Member,UPI,1095.14,Bangalore,1799.0661,2813.9239,,,
ORD109768,West,Grocery,1926.24,0.5,4,4/27/2023,4/30/2023,Member,Cash,326.81,Pune,963.12,963.12,,,
ORD109769,South,Personal Care,2786.94,0.07,2,06-05-2023,06-09-2023,New,UPI,756.24,Chennai,195.0858,2591.8542,,,
ORD109770,East,Electronics,4216.81,0.37,1,12-03-2023,12-10-2023,Regular,Cash,1010.24,Mumbai,1560.2197,2656.5903,,,
ORD109771,North,Home Care,4527.15,0.38,2,12/24/2023,12/25/2023,Member,Cash,681.41,Bangalore,1720.317,2806.833,,,
ORD109772,East,Grocery,4727.38,0.44,6,4/22/2023,4/23/2023,Member,UPI,735.04,Hyderabad,2080.0472,2647.3328,,,
ORD109773,North,Electronics,4407.84,0.2,5,1/30/2023,02-01-2023,New,Card,632.48,Mumbai,881.568,3526.272,,,
ORD109774,East,Home Care,3680.7,0.43,1,10-02-2024,10-04-2024,New,Card,649.95,Hyderabad,1582.701,2097.999,,,
ORD109775,West,Clothing,218.65,0.32,3,04-10-2023,4/15/2023,Regular,Cash,50.94,Pune,69.968,148.682,,,
ORD109776,South,Electronics,1643.27,0.03,6,02-06-2024,02-07-2024,New,Cash,212.72,Hyderabad,49.2981,1593.9719,,,
ORD109777,West,Clothing,731.79,0.02,5,1/21/2024,1/28/2024,Regular,UPI,78.33,Chennai,14.6358,717.1542,,,
ORD109778,East,Grocery,858.32,0.24,6,8/31/2024,09-03-2024,Member,UPI,50.22,Chennai,205.9968,652.3232,,,
ORD109779,South,Personal Care,1525.45,0.39,8,11/23/2023,11/30/2023,Member,UPI,380.24,Chennai,594.9255,930.5245,,,
ORD109780,North,Grocery,466.23,0.19,6,4/22/2023,4/25/2023,Member,Cash,65.53,Delhi,88.5837,377.6463,,,
ORD109781,East,Electronics,1290.86,0.43,5,2/28/2023,03-06-2023,New,Cash,307.79,Hyderabad,555.0698,735.7902,,,
ORD109782,South,Clothing,4789.2,0.25,4,10-01-2023,10-08-2023,Member,UPI,373.14,Bangalore,1197.3,3591.9,,,
ORD109783,North,Clothing,1628.52,0.01,5,9/20/2023,9/26/2023,Regular,Card,298.06,Mumbai,16.2852,1612.2348,,,
ORD109784,North,Home Care,882.59,0.49,9,07-08-2023,7/13/2023,Member,Card,132.05,Pune,432.4691,450.1209,,,
ORD109785,West,Grocery,3619.67,0.24,6,1/17/2024,1/18/2024,Regular,Card,610.3,Delhi,868.7208,2750.9492,,,
ORD109786,East,Grocery,4159.68,0.33,5,12-08-2024,12-12-2024,New,Cash,1170.27,Hyderabad,1372.6944,2786.9856,,,
ORD109787,North,Electronics,1638.79,0.1,8,9/24/2024,10-01-2024,New,UPI,108.58,Bangalore,163.879,1474.911,,,
ORD109788,South,Clothing,1464.64,0.15,5,10/18/2024,10/22/2024,New,Card,226.99,Chennai,219.696,1244.944,,,
ORD109789,North,Electronics,1284.62,0.24,5,8/17/2024,8/20/2024,New,UPI,330.37,Mumbai,308.3088,976.3112,,,
ORD109790,North,Electronics,2026.98,0.43,8,12-09-2024,12/13/2024,New,Card,414.56,Chennai,871.6014,1155.3786,,,
ORD109791,West,Clothing,527.44,0.05,9,12/25/2023,12/27/2023,Regular,UPI,155.97,Delhi,26.372,501.068,,,
ORD109792,West,Electronics,3378.73,0.39,8,07-02-2023,07-04-2023,New,Card,797.32,Bangalore,1317.7047,2061.0253,,,
ORD109793,South,Clothing,4128.91,0.29,9,8/18/2023,8/25/2023,Member,Cash,304.66,Mumbai,1197.3839,2931.5261,,,
ORD109794,West,Electronics,3352.04,0.25,9,1/13/2023,1/18/2023,Member,Cash,484.36,Bangalore,838.01,2514.03,,,
ORD109795,North,Personal Care,2163.88,0.44,8,04-11-2023,4/15/2023,Regular,Cash,286.18,Pune,952.1072,1211.7728,,,
ORD109796,North,Electronics,1515.92,0.06,7,3/27/2024,04-03-2024,New,Card,261.76,Chennai,90.9552,1424.9648,,,
ORD109797,West,Electronics,2106.29,0.5,7,12/29/2024,01-03-2025,New,Cash,432.57,Hyderabad,1053.145,1053.145,,,
ORD109798,North,Personal Care,2176.8,0.43,1,4/23/2024,4/24/2024,New,UPI,245.9,Pune,936.024,1240.776,,,
ORD109799,North,Grocery,3363.5,0.16,7,5/23/2023,5/27/2023,New,Cash,696.77,Bangalore,538.16,2825.34,,,
ORD109800,South,Clothing,4647.5,0.23,6,1/28/2023,1/31/2023,Regular,Cash,538.99,Delhi,1068.925,3578.575,,,
ORD109801,West,Home Care,445.87,0.01,1,3/16/2024,3/19/2024,Regular,Cash,36.15,Mumbai,4.4587,441.4113,,,
ORD109802,North,Personal Care,4771.43,0.26,8,07-11-2023,07-12-2023,New,UPI,849.94,Mumbai,1240.5718,3530.8582,,,
ORD109803,West,Grocery,4559.99,0.27,9,7/22/2023,7/24/2023,Regular,Cash,784.51,Delhi,1231.1973,3328.7927,,,
ORD109804,South,Electronics,676.89,0.46,2,08-09-2023,08-11-2023,New,UPI,102.65,Bangalore,311.3694,365.5206,,,
ORD109805,West,Grocery,999.57,0.19,4,05-03-2023,05-05-2023,New,Card,182.86,Bangalore,189.9183,809.6517,,,
ORD109806,North,Personal Care,1626.82,0.29,7,5/13/2023,5/17/2023,Member,Card,284.67,Mumbai,471.7778,1155.0422,,,
ORD109807,West,Electronics,2842.36,0.37,1,8/23/2023,8/28/2023,Regular,UPI,557.58,Bangalore,1051.6732,1790.6868,,,
ORD109808,North,Grocery,758.93,0.3,8,6/19/2023,6/20/2023,Member,Cash,221.43,Mumbai,227.679,531.251,,,
ORD109809,North,Home Care,1081.64,0.08,9,1/20/2023,1/26/2023,Member,Card,245.12,Mumbai,86.5312,995.1088,,,
ORD109810,North,Clothing,4523.11,0.09,8,8/20/2024,8/27/2024,Regular,UPI,1204.51,Pune,407.0799,4116.0301,,,
ORD109811,South,Clothing,635.57,0.07,2,9/24/2024,10-01-2024,Member,UPI,110.82,Mumbai,44.4899,591.0801,,,
ORD109812,West,Personal Care,2054.5,0.11,8,10-03-2023,10-07-2023,Member,Card,458.38,Mumbai,225.995,1828.505,,,
ORD109813,South,Electronics,3838.71,0.16,8,11/24/2024,11/27/2024,Member,Card,254.16,Delhi,614.1936,3224.5164,,,
ORD109814,West,Electronics,4454.06,0.37,2,02-05-2023,02-10-2023,New,UPI,1128.68,Chennai,1648.0022,2806.0578,,,
ORD109815,South,Clothing,1746.61,0.03,9,4/22/2023,4/27/2023,Member,UPI,500.49,Pune,52.3983,1694.2117,,,
ORD109816,East,Grocery,905.74,0.41,1,08-01-2024,08-05-2024,New,Cash,265.81,Bangalore,371.3534,534.3866,,,
ORD109817,North,Electronics,3711.36,0.13,7,7/19/2023,7/22/2023,Regular,Cash,357.28,Hyderabad,482.4768,3228.8832,,,
ORD109818,North,Home Care,3885.53,0.31,2,6/25/2024,6/30/2024,New,Card,1131.29,Bangalore,1204.5143,2681.0157,,,
ORD109819,South,Home Care,4902.16,0.28,8,12-08-2024,12-12-2024,New,Card,909.95,Bangalore,1372.6048,3529.5552,,,
ORD109820,East,Electronics,783.76,0.08,8,5/15/2023,5/18/2023,New,Card,206.54,Pune,62.7008,721.0592,,,
ORD109821,North,Electronics,3576.16,0.14,4,05-02-2023,05-08-2023,Member,Cash,849.27,Pune,500.6624,3075.4976,,,
ORD109822,West,Clothing,2144.73,0.15,8,10/25/2024,10/29/2024,Regular,UPI,593.18,Chennai,321.7095,1823.0205,,,
ORD109823,South,Personal Care,4581.68,0.31,5,9/22/2023,9/28/2023,Member,UPI,933.32,Delhi,1420.3208,3161.3592,,,
ORD109824,North,Clothing,2098.37,0.39,9,10/17/2023,10/20/2023,Member,Card,276.21,Chennai,818.3643,1280.0057,,,
ORD109825,North,Personal Care,2285.21,0.5,1,12/13/2024,12/14/2024,New,UPI,548.61,Delhi,1142.605,1142.605,,,
ORD109826,South,Home Care,721.3,0.05,5,7/20/2024,7/26/2024,Member,Cash,87.91,Hyderabad,36.065,685.235,,,
ORD109827,South,Personal Care,1672.59,0.47,9,9/19/2024,9/26/2024,New,UPI,195.02,Hyderabad,786.1173,886.4727,,,
ORD109828,West,Clothing,2064.12,0.28,6,8/13/2024,8/15/2024,Regular,Cash,191.46,Delhi,577.9536,1486.1664,,,
ORD109829,West,Electronics,185.79,0.18,4,01-04-2024,01-08-2024,Regular,Cash,12.88,Chennai,33.4422,152.3478,,,
ORD109830,North,Personal Care,2244.11,0.14,1,06-07-2024,06-11-2024,New,Cash,563.65,Delhi,314.1754,1929.9346,,,
ORD109831,North,Clothing,1747.96,0.1,6,5/18/2024,5/22/2024,Regular,Cash,219.44,Delhi,174.796,1573.164,,,
ORD109832,South,Home Care,4038.81,0.28,7,2/27/2023,03-03-2023,Member,Cash,604.06,Delhi,1130.8668,2907.9432,,,
ORD109833,North,Personal Care,624.85,0.47,7,5/19/2024,5/20/2024,Member,Cash,152.3,Bangalore,293.6795,331.1705,,,
ORD109834,North,Home Care,3825.03,0.09,9,3/18/2024,3/24/2024,New,Card,225.36,Pune,344.2527,3480.7773,,,
ORD109835,South,Home Care,3598.66,0.22,4,08-02-2024,08-04-2024,Regular,Cash,477.43,Hyderabad,791.7052,2806.9548,,,
ORD109836,North,Grocery,1284.73,0.1,4,7/20/2023,7/27/2023,Member,UPI,360.07,Delhi,128.473,1156.257,,,
ORD109837,North,Personal Care,508.03,0.09,5,2/18/2024,2/24/2024,Member,UPI,51.2,Delhi,45.7227,462.3073,,,
ORD109838,East,Clothing,4224.98,0.43,9,3/22/2024,3/24/2024,Regular,Card,299.44,Mumbai,1816.7414,2408.2386,,,
ORD109839,West,Personal Care,1322.21,0.13,2,3/21/2024,3/26/2024,Member,Card,386.98,Pune,171.8873,1150.3227,,,
ORD109840,South,Personal Care,813.24,0.12,4,6/13/2024,6/14/2024,Regular,Cash,177.8,Pune,97.5888,715.6512,,,
ORD109841,East,Home Care,1859.28,0.45,9,02-09-2024,02-11-2024,Member,UPI,473.19,Chennai,836.676,1022.604,,,
ORD109842,West,Home Care,2064.33,0.19,6,7/28/2023,7/30/2023,Regular,Cash,187.27,Hyderabad,392.2227,1672.1073,,,
ORD109843,West,Home Care,1697.83,0,6,11-05-2024,11-08-2024,New,Cash,89.7,Delhi,0,1697.83,,,
ORD109844,West,Home Care,4884.76,0.36,7,02-05-2024,02-11-2024,Member,Cash,929.19,Pune,1758.5136,3126.2464,,,
ORD109845,East,Clothing,4416.02,0.26,5,8/23/2024,8/26/2024,Member,Card,949.4,Mumbai,1148.1652,3267.8548,,,
ORD109846,East,Electronics,4377.58,0.39,4,07-01-2023,07-02-2023,Regular,Cash,463.78,Hyderabad,1707.2562,2670.3238,,,
ORD109847,West,Grocery,2053.96,0.29,3,06-01-2023,06-02-2023,New,Cash,112.4,Pune,595.6484,1458.3116,,,
ORD109848,North,Home Care,4818.06,0.18,2,1/15/2023,1/17/2023,Member,Card,1408.27,Delhi,867.2508,3950.8092,,,
ORD109849,North,Home Care,3451.67,0.03,7,12-07-2023,12-10-2023,Regular,UPI,488.36,Chennai,103.5501,3348.1199,,,
ORD109850,East,Grocery,4176.77,0.43,5,09-09-2023,09-12-2023,New,UPI,959.1,Chennai,1796.0111,2380.7589,,,
ORD109851,East,Home Care,2554.29,0.1,1,08-10-2024,08-12-2024,Regular,Card,429.01,Bangalore,255.429,2298.861,,,
ORD109852,East,Electronics,887.02,0.49,4,06-09-2024,6/16/2024,Regular,Cash,101.32,Chennai,434.6398,452.3802,,,
ORD109853,West,Personal Care,4445.74,0.12,9,11/17/2024,11/19/2024,New,Cash,1282.06,Mumbai,533.4888,3912.2512,,,
ORD109854,North,Grocery,2483.49,0.41,8,01-01-2024,01-06-2024,Regular,UPI,466.03,Chennai,1018.2309,1465.2591,,,
ORD109855,East,Clothing,4845.92,0.39,7,04-02-2023,04-06-2023,Member,Cash,654.55,Bangalore,1889.9088,2956.0112,,,
ORD109856,East,Grocery,1348.82,0.23,5,08-05-2023,08-11-2023,Member,Cash,315.78,Pune,310.2286,1038.5914,,,
ORD109857,South,Electronics,4962.66,0.2,1,04-02-2023,04-03-2023,New,Cash,1018.78,Hyderabad,992.532,3970.128,,,
ORD109858,West,Clothing,1189.88,0.35,5,10/14/2023,10/15/2023,Member,Card,268.88,Bangalore,416.458,773.422,,,
ORD109859,South,Personal Care,1904.02,0.26,8,04-10-2023,4/15/2023,New,Cash,490.41,Pune,495.0452,1408.9748,,,
ORD109860,North,Home Care,3010.68,0.32,4,2/27/2023,03-06-2023,Regular,Cash,272.84,Bangalore,963.4176,2047.2624,,,
ORD109861,South,Grocery,3497.28,0.24,5,11-10-2024,11/13/2024,New,Card,228.4,Mumbai,839.3472,2657.9328,,,
ORD109862,South,Clothing,3629.38,0.28,8,3/21/2024,3/27/2024,Member,UPI,601.36,Hyderabad,1016.2264,2613.1536,,,
ORD109863,South,Grocery,2433.64,0.09,5,07-01-2023,07-08-2023,Member,Card,135.31,Chennai,219.0276,2214.6124,,,
ORD109864,West,Personal Care,476.45,0.03,4,5/23/2024,5/27/2024,New,Card,48.81,Mumbai,14.2935,462.1565,,,
ORD109865,North,Grocery,2530.64,0.18,4,11/30/2024,12-07-2024,Member,Card,231.33,Mumbai,455.5152,2075.1248,,,
ORD109866,South,Clothing,1739.97,0.23,6,1/30/2024,02-02-2024,New,Cash,419.92,Hyderabad,400.1931,1339.7769,,,
ORD109867,West,Electronics,3322.51,0.45,1,06-03-2023,06-08-2023,Member,UPI,816.77,Chennai,1495.1295,1827.3805,,,
ORD109868,North,Clothing,993.15,0.21,4,10/13/2023,10/18/2023,New,Cash,82.75,Mumbai,208.5615,784.5885,,,
ORD109869,East,Grocery,2030.17,0.22,1,10/20/2023,10/25/2023,Member,Card,259.77,Delhi,446.6374,1583.5326,,,
ORD109870,South,Personal Care,4833.98,0.34,6,3/15/2023,3/16/2023,Member,Cash,1099.76,Mumbai,1643.5532,3190.4268,,,
ORD109871,North,Home Care,535.45,0.1,8,12/18/2023,12/19/2023,New,UPI,53.94,Bangalore,53.545,481.905,,,
ORD109872,South,Home Care,3051.44,0.44,4,03-10-2023,3/13/2023,Member,UPI,417.94,Mumbai,1342.6336,1708.8064,,,
ORD109873,East,Personal Care,544.18,0.21,8,10-10-2024,10/16/2024,Member,Card,77.17,Chennai,114.2778,429.9022,,,
ORD109874,North,Grocery,869.28,0.47,2,06-03-2023,06-10-2023,Regular,Card,59.09,Delhi,408.5616,460.7184,,,
ORD109875,West,Personal Care,3064.18,0.14,5,2/23/2024,2/25/2024,Regular,Cash,305.19,Chennai,428.9852,2635.1948,,,
ORD109876,North,Grocery,2275.58,0.23,3,11/21/2023,11/22/2023,Regular,Cash,236.58,Pune,523.3834,1752.1966,,,
ORD109877,West,Clothing,2787.65,0.39,7,04-05-2024,04-11-2024,New,Card,648.25,Chennai,1087.1835,1700.4665,,,
ORD109878,North,Electronics,4411.37,0.28,9,5/19/2023,5/23/2023,New,Card,538.3,Mumbai,1235.1836,3176.1864,,,
ORD109879,West,Grocery,4104.48,0.33,1,05-01-2023,05-08-2023,Member,Card,967.15,Pune,1354.4784,2750.0016,,,
ORD109880,East,Home Care,4451.11,0.14,8,9/17/2023,9/21/2023,Member,UPI,797.43,Chennai,623.1554,3827.9546,,,
ORD109881,East,Home Care,3119.65,0.16,4,5/25/2023,5/29/2023,Regular,Card,218.96,Delhi,499.144,2620.506,,,
ORD109882,East,Electronics,2499.25,0.25,5,5/17/2024,5/24/2024,Member,UPI,261.61,Pune,624.8125,1874.4375,,,
ORD109883,North,Grocery,2350.07,0.1,1,11-01-2024,11-08-2024,New,Cash,143.88,Bangalore,235.007,2115.063,,,
ORD109884,East,Electronics,3725.06,0.06,5,06-01-2024,06-06-2024,New,Card,1085.5,Pune,223.5036,3501.5564,,,
ORD109885,South,Clothing,2654.37,0.42,9,4/26/2023,4/29/2023,Member,Card,680.82,Pune,1114.8354,1539.5346,,,
ORD109886,East,Electronics,618.27,0.39,8,07-04-2024,07-11-2024,Member,UPI,72.41,Mumbai,241.1253,377.1447,,,
ORD109887,West,Clothing,795.5,0.47,8,4/17/2023,4/22/2023,New,Card,109.79,Chennai,373.885,421.615,,,
ORD109888,West,Home Care,1849.71,0.29,6,9/21/2024,9/25/2024,Member,Card,420.6,Pune,536.4159,1313.2941,,,
ORD109889,West,Clothing,432.33,0.21,9,02-11-2023,2/15/2023,New,UPI,70.95,Pune,90.7893,341.5407,,,
ORD109890,North,Grocery,1272.23,0.05,4,6/22/2024,6/29/2024,Regular,Cash,254.47,Pune,63.6115,1208.6185,,,
ORD109891,South,Grocery,3316.36,0.43,6,08-05-2023,08-10-2023,New,UPI,187.71,Chennai,1426.0348,1890.3252,,,
ORD109892,East,Grocery,160.91,0.23,3,09-09-2024,9/13/2024,New,UPI,45.24,Delhi,37.0093,123.9007,,,
ORD109893,South,Grocery,3060.06,0.28,2,3/24/2023,3/28/2023,Member,Cash,350.77,Chennai,856.8168,2203.2432,,,
ORD109894,South,Personal Care,3884.55,0.16,9,11/17/2023,11/20/2023,Regular,Card,831.83,Delhi,621.528,3263.022,,,
ORD109895,West,Clothing,933.75,0.26,5,9/27/2023,10-01-2023,New,Cash,268.45,Pune,242.775,690.975,,,
ORD109896,West,Grocery,986.75,0.39,2,4/18/2023,4/23/2023,Regular,Card,212.3,Chennai,384.8325,601.9175,,,
ORD109897,West,Electronics,241.4,0.36,5,1/15/2023,1/20/2023,Regular,Card,57.58,Chennai,86.904,154.496,,,
ORD109898,North,Electronics,2611.01,0.49,6,10/23/2024,10/30/2024,Member,Card,761.18,Chennai,1279.3949,1331.6151,,,
ORD109899,South,Personal Care,3307.48,0.25,8,12-02-2024,12-04-2024,New,Cash,722.76,Pune,826.87,2480.61,,,
ORD109900,South,Clothing,2338.86,0.26,5,11-11-2024,11/15/2024,Regular,Card,412.91,Hyderabad,608.1036,1730.7564,,,
ORD109901,North,Clothing,2008.3,0.03,2,06-10-2023,6/17/2023,Regular,Card,367.08,Pune,60.249,1948.051,,,
ORD109902,North,Clothing,2326.62,0.19,7,3/24/2024,3/26/2024,New,Card,140.58,Delhi,442.0578,1884.5622,,,
ORD109903,North,Personal Care,3929.49,0.46,5,3/24/2023,3/31/2023,New,UPI,277.84,Delhi,1807.5654,2121.9246,,,
ORD109904,South,Clothing,264.22,0.18,2,09-05-2024,09-12-2024,New,Cash,50.22,Chennai,47.5596,216.6604,,,
ORD109905,South,Clothing,3940.71,0.38,6,1/15/2024,1/21/2024,New,UPI,725.71,Bangalore,1497.4698,2443.2402,,,
ORD109906,West,Grocery,3365.08,0.49,7,4/25/2023,4/30/2023,Regular,Card,595.34,Mumbai,1648.8892,1716.1908,,,
ORD109907,West,Clothing,1282.99,0.06,8,8/30/2023,09-01-2023,Regular,UPI,108.91,Pune,76.9794,1206.0106,,,
ORD109908,South,Grocery,2671.22,0.17,3,2/28/2023,03-06-2023,Member,UPI,753.79,Mumbai,454.1074,2217.1126,,,
ORD109909,West,Grocery,341.52,0.24,4,04-09-2023,4/13/2023,New,Card,94.58,Mumbai,81.9648,259.5552,,,
ORD109910,North,Clothing,1959.98,0.12,6,3/17/2024,3/18/2024,Regular,Card,244.06,Mumbai,235.1976,1724.7824,,,
ORD109911,East,Electronics,952.81,0.01,3,1/23/2024,1/26/2024,Regular,UPI,143.27,Delhi,9.5281,943.2819,,,
ORD109912,West,Home Care,209.27,0.23,6,3/16/2023,3/22/2023,New,UPI,30.61,Pune,48.1321,161.1379,,,
ORD109913,South,Electronics,1849.74,0.27,9,8/29/2023,09-02-2023,New,Card,196.19,Bangalore,499.4298,1350.3102,,,
ORD109914,West,Clothing,3657.95,0.31,5,5/29/2024,5/31/2024,Member,UPI,485.26,Hyderabad,1133.9645,2523.9855,,,
ORD109915,West,Clothing,4613.01,0.41,2,01-10-2024,01-12-2024,Regular,Card,1376.88,Bangalore,1891.3341,2721.6759,,,
ORD109916,West,Electronics,3345.09,0.13,2,03-07-2023,3/14/2023,Regular,Cash,644.17,Bangalore,434.8617,2910.2283,,,
ORD109917,East,Clothing,2069.65,0.03,7,10/24/2024,10/30/2024,Regular,Cash,568.53,Chennai,62.0895,2007.5605,,,
ORD109918,North,Grocery,4997.53,0.04,4,06-12-2023,6/19/2023,Regular,UPI,1164.75,Pune,199.9012,4797.6288,,,
ORD109919,South,Personal Care,1486.42,0.25,9,09-04-2023,09-06-2023,Member,Cash,400.6,Delhi,371.605,1114.815,,,
ORD109920,East,Clothing,1016.94,0.46,9,10-12-2023,10/18/2023,New,Cash,143.83,Delhi,467.7924,549.1476,,,
ORD109921,South,Clothing,2372.04,0.49,6,11/13/2023,11/18/2023,New,Card,499.33,Chennai,1162.2996,1209.7404,,,
ORD109922,South,Electronics,2574.07,0.1,5,07-09-2023,7/13/2023,New,Card,367.97,Hyderabad,257.407,2316.663,,,
ORD109923,South,Grocery,1838.63,0.08,7,01-07-2023,01-09-2023,New,Card,467.67,Delhi,147.0904,1691.5396,,,
ORD109924,East,Electronics,3507.95,0.18,5,6/14/2024,6/15/2024,Regular,UPI,847.19,Pune,631.431,2876.519,,,
ORD109925,North,Electronics,1000.94,0.23,9,11/22/2023,11/26/2023,Member,Cash,245.43,Chennai,230.2162,770.7238,,,
ORD109926,South,Clothing,2600.66,0.4,9,3/30/2023,04-04-2023,New,Card,257.57,Bangalore,1040.264,1560.396,,,
ORD109927,North,Grocery,2550.62,0.39,7,12/20/2024,12/27/2024,New,UPI,674.69,Mumbai,994.7418,1555.8782,,,
ORD109928,North,Clothing,4136.55,0.46,4,10-06-2023,10-10-2023,Regular,Card,1238.81,Bangalore,1902.813,2233.737,,,
ORD109929,West,Clothing,4642.14,0.43,1,3/13/2023,3/19/2023,New,UPI,1195.71,Mumbai,1996.1202,2646.0198,,,
ORD109930,East,Clothing,3350,0.22,4,4/28/2024,05-04-2024,New,Card,572.01,Pune,737,2613,,,
ORD109931,East,Clothing,1596.32,0.01,3,5/21/2024,5/26/2024,Regular,Cash,201.71,Hyderabad,15.9632,1580.3568,,,
ORD109932,West,Personal Care,3479.09,0.12,1,08-05-2023,08-10-2023,Member,Cash,286.94,Pune,417.4908,3061.5992,,,
ORD109933,West,Home Care,1331.72,0.31,4,6/30/2024,07-03-2024,Regular,Cash,203.54,Pune,412.8332,918.8868,,,
